flightId,airlineName,flightCode,departureAirportCode,arrivalAirportCode,departureTime,arrivalTime,durationMinutes,price
2213,EuroWings,EU,KFZ,ACI,2025-09-14 02:15:00,2025-09-14 07:14:00,299,181.9
2214,EuroWings,EU,RVN,AAL,2025-12-28 15:52:00,2025-12-28 18:18:00,146,479.98
2215,Aetherium Air,AE,DUB,FAE,2025-08-26 00:38:00,2025-08-26 04:16:00,218,451.99
2216,EuroWings,EU,ZRH,VNT,2025-10-03 19:21:00,2025-10-03 22:12:00,171,156.11
2217,Aetherium Air,AE,ORK,ATH,2025-09-15 10:10:00,2025-09-15 14:09:00,239,223.42
2218,NubeAir,NU,IOM,SLD,2025-10-20 06:29:00,2025-10-20 08:56:00,147,70.24
2219,NubeAir,NU,IEV,MLA,2025-07-26 17:08:00,2025-07-26 18:59:00,111,349.25
2220,NubeAir,NU,ODS,ACI,2025-10-22 10:23:00,2025-10-22 11:51:00,88,391.93
2221,CloudJet,CL,OTP,MCM,2025-12-23 09:12:00,2025-12-23 11:18:00,126,81.05
2222,Aetherium Air,AE,DME,KVO,2025-11-22 16:14:00,2025-11-22 19:08:00,174,77.5
2223,CloudJet,CL,STN,BNX,2025-10-14 22:51:00,2025-10-15 01:21:00,150,481.13
2224,Aetherium Air,AE,FAO,SKP,2025-10-08 03:44:00,2025-10-08 07:17:00,213,88.76
2225,SkyBridge,SK,ACI,INN,2025-07-15 00:36:00,2025-07-15 04:29:00,233,96.26
2226,Aetherium Air,AE,GOT,GDN,2025-10-16 10:51:00,2025-10-16 12:23:00,92,297.21
2227,SkyBridge,SK,TZL,POW,2025-12-02 06:26:00,2025-12-02 08:34:00,128,331.59
2228,SkyBridge,SK,IEV,LGW,2025-09-23 23:16:00,2025-09-24 04:02:00,286,483.93
2229,Aetherium Air,AE,BTS,KFZ,2025-08-29 09:32:00,2025-08-29 12:10:00,158,449.3
2230,EuroWings,EU,RMO,FRA,2025-08-27 14:04:00,2025-08-27 16:09:00,125,108.44
2231,NubeAir,NU,GDN,GME,2025-11-08 07:59:00,2025-11-08 11:20:00,201,142.87
2232,NubeAir,NU,KLV,LJU,2025-09-15 20:44:00,2025-09-15 22:24:00,100,269.16
2233,EuroWings,EU,SOF,ODS,2025-09-24 17:38:00,2025-09-24 21:46:00,248,312.71
2234,EuroWings,EU,PRG,STN,2025-12-18 22:59:00,2025-12-19 00:37:00,98,357.62
2235,NubeAir,NU,SOB,MBX,2025-11-16 15:02:00,2025-11-16 17:35:00,153,477.07
2236,NubeAir,NU,GVA,TIA,2025-09-24 07:49:00,2025-09-24 10:46:00,177,73.24
2237,SkyBridge,SK,LJU,LED,2025-11-07 14:44:00,2025-11-07 18:01:00,197,175.23
2238,EuroWings,EU,BRQ,TLL,2025-10-20 10:03:00,2025-10-20 13:47:00,224,56.91
2239,EuroWings,EU,KFZ,SOF,2025-10-14 18:39:00,2025-10-14 20:13:00,94,358.88
2240,SkyBridge,SK,TIA,NYO,2025-09-01 21:55:00,2025-09-01 23:44:00,109,472.01
2241,Aetherium Air,AE,DEB,DME,2025-10-22 18:22:00,2025-10-22 19:46:00,84,205.47
2242,SkyBridge,SK,SLD,VNO,2025-10-29 20:29:00,2025-10-30 00:35:00,246,357.07
2243,NubeAir,NU,BQT,URE,2025-08-20 14:11:00,2025-08-20 15:43:00,92,426.11
2244,CloudJet,CL,BRU,GDN,2025-08-07 13:50:00,2025-08-07 15:03:00,73,171.06
2245,NubeAir,NU,GOT,SKG,2025-11-30 08:06:00,2025-11-30 12:33:00,267,95.45
2246,SkyBridge,SK,KBP,TIA,2025-09-26 19:42:00,2025-09-26 21:40:00,118,211.76
2247,Aetherium Air,AE,BRU,SOB,2025-11-07 00:45:00,2025-11-07 04:27:00,222,210.91
2248,Aetherium Air,AE,LED,HEL,2025-10-18 21:55:00,2025-10-18 23:26:00,91,480.62
2249,SkyBridge,SK,DUS,GVA,2025-12-17 12:08:00,2025-12-17 14:53:00,165,51.66
2250,EuroWings,EU,OHD,JER,2025-08-26 12:33:00,2025-08-26 15:59:00,206,160.59
2251,NubeAir,NU,IVG,VCE,2025-10-02 11:03:00,2025-10-02 15:03:00,240,297.67
2252,NubeAir,NU,ARN,PRG,2025-11-07 08:33:00,2025-11-07 09:50:00,77,442.38
2253,SkyBridge,SK,TIV,KUN,2025-11-24 14:59:00,2025-11-24 19:54:00,295,147.86
2254,NubeAir,NU,TIV,PLQ,2025-08-28 18:18:00,2025-08-28 22:39:00,261,375.56
2255,EuroWings,EU,ORK,TLL,2025-07-14 22:06:00,2025-07-15 00:19:00,133,269.2
2256,SkyBridge,SK,DEB,HER,2025-07-28 01:01:00,2025-07-28 04:45:00,224,212.08
2257,SkyBridge,SK,AMS,IEV,2025-09-09 12:43:00,2025-09-09 14:27:00,104,113.29
2258,NubeAir,NU,CLJ,SKP,2025-08-07 01:42:00,2025-08-07 05:49:00,247,135.84
2259,EuroWings,EU,TAY,POW,2025-09-17 12:06:00,2025-09-17 16:02:00,236,59.74
2260,SkyBridge,SK,DUS,MLA,2025-09-11 09:01:00,2025-09-11 10:39:00,98,498.61
2261,CloudJet,CL,ARN,ZRH,2025-11-23 01:50:00,2025-11-23 06:34:00,284,216.97
2262,CloudJet,CL,BTS,NYO,2025-08-04 18:38:00,2025-08-04 22:19:00,221,424.34
2263,EuroWings,EU,POW,OHD,2025-09-08 17:00:00,2025-09-08 18:26:00,86,250.39
2264,CloudJet,CL,HEL,GOT,2025-08-06 01:35:00,2025-08-06 04:45:00,190,417.22
2265,NubeAir,NU,BTS,KFZ,2025-07-12 15:54:00,2025-07-12 20:25:00,271,354.43
2266,SkyBridge,SK,RVN,VNO,2025-09-16 15:41:00,2025-09-16 19:07:00,206,477.97
2267,EuroWings,EU,VNO,SPU,2025-10-20 18:35:00,2025-10-20 22:35:00,240,215.79
2268,EuroWings,EU,KLV,VIE,2025-12-05 03:31:00,2025-12-05 08:13:00,282,329.39
2269,SkyBridge,SK,BZY,SNN,2025-11-11 00:34:00,2025-11-11 01:49:00,75,245.35
2270,EuroWings,EU,DUS,LPX,2025-09-20 16:24:00,2025-09-20 20:09:00,225,470.13
2271,CloudJet,CL,LHR,OPO,2025-10-22 14:54:00,2025-10-22 17:25:00,151,209.59
2272,Aetherium Air,AE,ACI,GVA,2025-09-18 05:42:00,2025-09-18 06:42:00,60,306.66
2273,EuroWings,EU,TGD,MBX,2025-07-08 20:51:00,2025-07-08 22:41:00,110,423.35
2274,NubeAir,NU,BBU,RIX,2025-08-15 22:15:00,2025-08-16 00:54:00,159,168.49
2275,CloudJet,CL,HEL,MCM,2025-07-30 20:19:00,2025-07-31 01:15:00,296,465.29
2276,Aetherium Air,AE,INI,BOJ,2025-12-18 23:37:00,2025-12-19 02:17:00,160,232.42
2277,SkyBridge,SK,BQT,INN,2025-09-17 17:50:00,2025-09-17 22:25:00,275,130.32
2278,Aetherium Air,AE,ODS,GOT,2025-11-18 07:38:00,2025-11-18 12:04:00,266,65.41
2279,CloudJet,CL,IEV,VAR,2025-11-21 05:14:00,2025-11-21 06:41:00,87,158.63
2280,Aetherium Air,AE,PLQ,ORK,2025-09-25 18:26:00,2025-09-25 23:20:00,294,169.64
2281,SkyBridge,SK,SZG,GDN,2025-07-24 13:00:00,2025-07-24 17:05:00,245,396.82
2282,NubeAir,NU,MBX,SNN,2025-11-29 11:05:00,2025-11-29 14:53:00,228,163.49
2283,NubeAir,NU,FRA,DUB,2025-10-31 18:04:00,2025-10-31 21:34:00,210,160.23
2284,Aetherium Air,AE,MBX,KUN,2025-12-14 14:19:00,2025-12-14 15:59:00,100,109.64
2285,CloudJet,CL,CRL,BUD,2025-07-31 20:28:00,2025-07-31 21:34:00,66,91.99
2286,CloudJet,CL,BEG,ZAG,2025-07-07 04:15:00,2025-07-07 05:21:00,66,453.08
2287,EuroWings,EU,GCI,OHD,2025-10-27 11:04:00,2025-10-27 14:49:00,225,238.94
2288,NubeAir,NU,INI,SLD,2025-09-03 14:56:00,2025-09-03 16:00:00,64,192.92
2289,EuroWings,EU,LHR,LED,2025-08-07 12:18:00,2025-08-07 16:25:00,247,52.23
2290,NubeAir,NU,GME,DME,2025-07-03 19:51:00,2025-07-04 00:12:00,261,127.37
2291,SkyBridge,SK,BCN,ZAG,2025-11-17 07:35:00,2025-11-17 09:40:00,125,64.05
2292,EuroWings,EU,KSC,MAD,2025-09-15 23:07:00,2025-09-16 04:00:00,293,87.0
2293,SkyBridge,SK,FCO,AMS,2025-10-29 20:09:00,2025-10-29 22:09:00,120,92.86
2294,EuroWings,EU,GME,IVG,2025-07-25 16:09:00,2025-07-25 19:47:00,218,141.12
2295,EuroWings,EU,RMO,STN,2025-12-06 12:15:00,2025-12-06 15:01:00,166,223.78
2296,SkyBridge,SK,RKV,VIE,2025-09-06 09:09:00,2025-09-06 10:45:00,96,446.46
2297,SkyBridge,SK,IEV,HEL,2025-12-26 05:15:00,2025-12-26 07:44:00,149,278.26
2298,Aetherium Air,AE,SNN,LGW,2025-08-05 18:17:00,2025-08-05 21:14:00,177,240.3
2299,CloudJet,CL,TGD,GDN,2025-11-07 22:14:00,2025-11-07 23:25:00,71,320.64
2300,SkyBridge,SK,SJJ,SNN,2025-07-13 05:32:00,2025-07-13 07:32:00,120,301.05
2301,CloudJet,CL,PRG,MXP,2025-12-25 15:29:00,2025-12-25 19:42:00,253,390.76
2302,CloudJet,CL,GIB,KLV,2025-07-14 22:22:00,2025-07-15 02:46:00,264,293.91
2303,Aetherium Air,AE,BTS,INI,2025-07-19 11:32:00,2025-07-19 12:57:00,85,128.74
2304,Aetherium Air,AE,RKV,ORK,2025-12-11 13:48:00,2025-12-11 15:57:00,129,423.77
2305,Aetherium Air,AE,VIE,ATH,2025-07-09 14:38:00,2025-07-09 18:26:00,228,127.32
2306,SkyBridge,SK,KSC,RMO,2025-07-13 07:12:00,2025-07-13 08:55:00,103,83.36
2307,NubeAir,NU,TIA,GCI,2025-10-24 08:08:00,2025-10-24 10:26:00,138,214.39
2308,Aetherium Air,AE,DUB,RIX,2025-08-10 23:35:00,2025-08-11 01:38:00,123,279.38
2309,CloudJet,CL,IOM,ODS,2025-07-07 10:10:00,2025-07-07 14:13:00,243,457.56
2310,CloudJet,CL,PRG,ACI,2025-09-10 10:24:00,2025-09-10 12:55:00,151,301.78
2311,EuroWings,EU,TGD,FCO,2025-08-17 07:03:00,2025-08-17 10:17:00,194,415.65
2312,CloudJet,CL,IVG,SKG,2025-09-18 00:39:00,2025-09-18 01:59:00,80,399.36
2313,Aetherium Air,AE,CLJ,MXP,2025-10-22 21:10:00,2025-10-23 01:30:00,260,159.39
2314,EuroWings,EU,KSC,ZRH,2025-07-20 00:10:00,2025-07-20 02:45:00,155,443.42
2315,EuroWings,EU,OHD,KLV,2025-09-01 23:38:00,2025-09-02 04:16:00,278,403.81
2316,NubeAir,NU,OTP,AEY,2025-09-15 21:31:00,2025-09-16 00:08:00,157,111.33
2317,NubeAir,NU,TAY,SJJ,2025-08-22 03:59:00,2025-08-22 08:39:00,280,192.41
2318,SkyBridge,SK,BNX,POW,2025-10-12 05:13:00,2025-10-12 08:21:00,188,392.28
2319,NubeAir,NU,BTS,KSC,2025-09-14 23:26:00,2025-09-15 02:33:00,187,478.8
2320,Aetherium Air,AE,BCN,RMO,2025-09-08 10:35:00,2025-09-08 13:38:00,183,365.31
2321,CloudJet,CL,LGW,FCO,2025-11-20 03:21:00,2025-11-20 08:20:00,299,55.63
2322,SkyBridge,SK,VNT,MBX,2025-11-27 17:24:00,2025-11-27 21:33:00,249,362.64
2323,NubeAir,NU,ACI,KEF,2025-10-30 18:29:00,2025-10-30 22:11:00,222,441.2
2324,CloudJet,CL,DME,URE,2025-11-19 21:07:00,2025-11-20 01:34:00,267,265.89
2325,Aetherium Air,AE,BTS,ZRH,2025-08-03 18:09:00,2025-08-03 22:04:00,235,186.71
2326,SkyBridge,SK,SJJ,INN,2025-08-14 04:21:00,2025-08-14 07:07:00,166,481.51
2327,Aetherium Air,AE,MUC,KEF,2025-11-03 07:32:00,2025-11-03 09:17:00,105,106.95
2328,Aetherium Air,AE,LGW,AMS,2025-11-04 04:32:00,2025-11-04 06:47:00,135,334.55
2329,CloudJet,CL,RVN,RMO,2025-11-22 09:28:00,2025-11-22 11:30:00,122,61.68
2330,CloudJet,CL,SZG,BBU,2025-11-13 03:26:00,2025-11-13 06:33:00,187,252.87
2331,NubeAir,NU,SLD,WAW,2025-10-17 10:56:00,2025-10-17 14:47:00,231,407.48
2332,NubeAir,NU,GDN,BBU,2025-08-21 02:10:00,2025-08-21 04:00:00,110,158.19
2333,SkyBridge,SK,AMS,MCM,2025-07-29 15:27:00,2025-07-29 20:26:00,299,129.16
2334,Aetherium Air,AE,FCO,TIV,2025-07-18 02:48:00,2025-07-18 05:45:00,177,477.99
2335,Aetherium Air,AE,HER,RMO,2025-10-01 04:35:00,2025-10-01 09:27:00,292,424.65
2336,CloudJet,CL,FAO,SZG,2025-11-07 09:11:00,2025-11-07 11:36:00,145,448.54
2337,EuroWings,EU,IEV,BCN,2025-10-30 07:09:00,2025-10-30 11:48:00,279,173.45
2338,EuroWings,EU,WAW,ODS,2025-11-01 08:59:00,2025-11-01 10:49:00,110,118.44
2339,Aetherium Air,AE,BUD,OTP,2025-11-27 03:26:00,2025-11-27 06:19:00,173,498.76
2340,NubeAir,NU,INN,AMS,2025-12-30 07:13:00,2025-12-30 10:25:00,192,95.39
2341,Aetherium Air,AE,BCN,DBV,2025-07-14 09:26:00,2025-07-14 12:20:00,174,375.63
2342,EuroWings,EU,SLD,SKG,2025-10-03 16:58:00,2025-10-03 20:14:00,196,292.53
2343,EuroWings,EU,PRG,AAL,2025-07-28 09:07:00,2025-07-28 14:02:00,295,235.31
2344,NubeAir,NU,AEY,GIB,2025-08-22 02:23:00,2025-08-22 04:52:00,149,181.76
2345,SkyBridge,SK,PLQ,ATH,2025-10-12 13:57:00,2025-10-12 17:29:00,212,85.12
2346,Aetherium Air,AE,LED,BEG,2025-12-23 20:35:00,2025-12-23 23:51:00,196,281.51
2347,EuroWings,EU,OTP,KSC,2025-12-23 02:25:00,2025-12-23 05:33:00,188,172.37
2348,SkyBridge,SK,IVG,SOF,2025-12-06 10:53:00,2025-12-06 14:28:00,215,167.69
2349,SkyBridge,SK,ZAG,IOM,2025-11-29 12:56:00,2025-11-29 17:32:00,276,186.98
2350,EuroWings,EU,KFZ,LHR,2025-09-18 07:43:00,2025-09-18 10:34:00,171,266.67
2351,SkyBridge,SK,LED,GCI,2025-11-22 22:34:00,2025-11-23 01:30:00,176,496.48
2352,CloudJet,CL,MAD,BCN,2025-09-06 23:32:00,2025-09-07 00:58:00,86,495.33
2353,SkyBridge,SK,HER,HEL,2025-10-09 09:13:00,2025-10-09 14:01:00,288,324.88
2354,CloudJet,CL,OTP,AAL,2025-08-07 16:17:00,2025-08-07 20:04:00,227,227.94
2355,EuroWings,EU,POW,BCN,2025-11-14 04:32:00,2025-11-14 09:02:00,270,129.62
2356,EuroWings,EU,GOT,RTM,2025-08-28 07:30:00,2025-08-28 11:35:00,245,464.36
2357,NubeAir,NU,BZY,RVN,2025-07-11 09:17:00,2025-07-11 13:58:00,281,467.42
2358,SkyBridge,SK,ORK,PRN,2025-07-03 14:53:00,2025-07-03 19:23:00,270,228.65
2359,EuroWings,EU,TGD,MBX,2025-09-01 23:26:00,2025-09-02 04:15:00,289,68.49
2360,Aetherium Air,AE,LUX,PRN,2025-09-04 16:43:00,2025-09-04 19:47:00,184,414.14
2361,EuroWings,EU,TZL,AMS,2025-11-08 06:08:00,2025-11-08 09:34:00,206,370.92
2362,SkyBridge,SK,VIE,ARN,2025-09-02 03:08:00,2025-09-02 07:54:00,286,434.2
2363,CloudJet,CL,JER,KVO,2025-07-22 01:22:00,2025-07-22 03:32:00,130,108.1
2364,Aetherium Air,AE,RIX,DUS,2025-09-09 17:46:00,2025-09-09 21:45:00,239,247.34
2365,CloudJet,CL,ZRH,RTM,2025-09-15 05:40:00,2025-09-15 07:44:00,124,320.27
2366,Aetherium Air,AE,CRL,KBP,2025-12-17 05:21:00,2025-12-17 07:59:00,158,193.55
2367,EuroWings,EU,URE,LED,2025-12-21 12:40:00,2025-12-21 16:54:00,254,127.54
2368,CloudJet,CL,TLL,ATH,2025-11-26 12:44:00,2025-11-26 15:53:00,189,310.59
2369,NubeAir,NU,CPH,ODS,2025-08-15 12:26:00,2025-08-15 15:19:00,173,86.42
2370,NubeAir,NU,EIN,LIS,2025-10-08 10:57:00,2025-10-08 14:56:00,239,334.54
2371,CloudJet,CL,GCI,BNX,2025-08-12 12:25:00,2025-08-12 13:29:00,64,286.46
2372,NubeAir,NU,KEF,SKP,2025-10-09 09:38:00,2025-10-09 11:49:00,131,384.24
2373,Aetherium Air,AE,ODS,RKV,2025-10-15 01:22:00,2025-10-15 04:32:00,190,50.9
2374,Aetherium Air,AE,BZY,OHD,2025-12-26 16:13:00,2025-12-26 21:10:00,297,482.38
2375,Aetherium Air,AE,CLJ,MCM,2025-11-16 12:53:00,2025-11-16 16:35:00,222,74.18
2376,CloudJet,CL,PRN,ODS,2025-10-13 23:04:00,2025-10-14 03:07:00,243,109.35
2377,CloudJet,CL,PRN,ORK,2025-08-17 10:04:00,2025-08-17 13:00:00,176,96.23
2378,SkyBridge,SK,RIX,CPH,2025-07-04 12:04:00,2025-07-04 14:20:00,136,106.96
2379,NubeAir,NU,CPH,RIX,2025-09-13 11:23:00,2025-09-13 13:15:00,112,271.19
2380,SkyBridge,SK,FAE,BOJ,2025-07-10 12:48:00,2025-07-10 17:33:00,285,451.12
2381,Aetherium Air,AE,PLQ,TEQ,2025-07-14 11:05:00,2025-07-14 15:54:00,289,491.31
2382,NubeAir,NU,ATH,SVO,2025-07-04 23:12:00,2025-07-05 01:45:00,153,229.04
2383,CloudJet,CL,ARN,GDN,2025-07-23 03:41:00,2025-07-23 05:04:00,83,440.54
2384,SkyBridge,SK,LJU,DUS,2025-12-10 06:03:00,2025-12-10 08:20:00,137,160.64
2385,SkyBridge,SK,BTS,AAL,2025-07-10 17:48:00,2025-07-10 22:30:00,282,404.58
2386,SkyBridge,SK,GIB,SOB,2025-09-19 06:25:00,2025-09-19 09:52:00,207,206.38
2387,Aetherium Air,AE,MLA,IOM,2025-12-05 19:35:00,2025-12-05 22:09:00,154,82.19
2388,Aetherium Air,AE,BUD,RVN,2025-07-31 21:26:00,2025-07-31 23:07:00,101,225.9
2389,EuroWings,EU,VIE,BRQ,2025-09-13 20:57:00,2025-09-13 23:20:00,143,201.12
2390,NubeAir,NU,KRK,OHD,2025-11-30 21:34:00,2025-12-01 01:11:00,217,78.38
2391,EuroWings,EU,VAR,DME,2025-07-23 06:14:00,2025-07-23 10:45:00,271,71.58
2392,Aetherium Air,AE,BTS,GCI,2025-09-08 04:57:00,2025-09-08 09:26:00,269,298.46
2393,Aetherium Air,AE,IOM,BRU,2025-10-06 04:22:00,2025-10-06 05:33:00,71,289.9
2394,Aetherium Air,AE,ANR,TZL,2025-10-22 17:42:00,2025-10-22 20:10:00,148,222.93
2395,Aetherium Air,AE,LGW,TIA,2025-08-10 10:12:00,2025-08-10 11:38:00,86,373.17
2396,EuroWings,EU,TGD,VCE,2025-10-09 19:52:00,2025-10-09 21:41:00,109,287.78
2397,SkyBridge,SK,BRU,CPH,2025-09-28 09:44:00,2025-09-28 11:19:00,95,392.72
2398,EuroWings,EU,ARN,FRA,2025-08-12 14:37:00,2025-08-12 16:56:00,139,180.87
2399,EuroWings,EU,TIA,RIX,2025-10-24 16:14:00,2025-10-24 19:48:00,214,379.68
2400,NubeAir,NU,KVO,BUD,2025-07-12 02:23:00,2025-07-12 05:54:00,211,118.52
2401,NubeAir,NU,TLL,GDN,2025-10-27 19:42:00,2025-10-27 23:42:00,240,362.39
2402,EuroWings,EU,SPU,KUN,2025-12-24 17:36:00,2025-12-24 19:19:00,103,208.45
2403,Aetherium Air,AE,KEF,IEV,2025-08-10 10:31:00,2025-08-10 14:34:00,243,178.97
2404,CloudJet,CL,TGD,SOF,2025-12-05 00:30:00,2025-12-05 03:46:00,196,131.52
2405,CloudJet,CL,BRN,PLQ,2025-12-05 19:43:00,2025-12-05 23:32:00,229,158.93
2406,EuroWings,EU,RTM,TEQ,2025-11-16 10:01:00,2025-11-16 12:39:00,158,235.24
2407,Aetherium Air,AE,DEB,TIV,2025-11-30 13:15:00,2025-11-30 18:00:00,285,200.93
2408,SkyBridge,SK,MUC,HEL,2025-10-07 14:31:00,2025-10-07 18:57:00,266,77.51
2409,Aetherium Air,AE,OPO,FAO,2025-07-11 18:30:00,2025-07-11 21:48:00,198,229.97
2410,NubeAir,NU,ANR,SOF,2025-11-06 15:56:00,2025-11-06 17:53:00,117,416.77
2411,CloudJet,CL,STN,ZRH,2025-09-26 04:55:00,2025-09-26 08:26:00,211,486.05
2412,CloudJet,CL,MCM,INN,2025-08-12 02:32:00,2025-08-12 03:54:00,82,320.07
2413,SkyBridge,SK,PLQ,ANR,2025-08-18 16:05:00,2025-08-18 20:21:00,256,58.33
2414,SkyBridge,SK,INN,PLQ,2025-09-10 10:45:00,2025-09-10 13:29:00,164,410.07
2415,SkyBridge,SK,AEY,SPU,2025-12-28 10:23:00,2025-12-28 14:53:00,270,354.82
2416,Aetherium Air,AE,TIV,TIA,2025-11-14 01:16:00,2025-11-14 03:27:00,131,144.63
2417,Aetherium Air,AE,GCI,IVG,2025-07-27 20:45:00,2025-07-27 22:19:00,94,60.01
2418,EuroWings,EU,WAW,GDN,2025-10-22 18:05:00,2025-10-22 19:41:00,96,283.17
2419,NubeAir,NU,INI,BQT,2025-10-05 00:30:00,2025-10-05 03:01:00,151,266.08
2420,SkyBridge,SK,GIB,KLV,2025-12-05 09:18:00,2025-12-05 14:16:00,298,102.99
2421,Aetherium Air,AE,AGP,PRG,2025-12-03 06:42:00,2025-12-03 08:05:00,83,249.0
2422,EuroWings,EU,AGP,EIN,2025-12-08 03:27:00,2025-12-08 08:01:00,274,257.5
2423,Aetherium Air,AE,LGW,VNO,2025-12-04 09:28:00,2025-12-04 13:39:00,251,71.57
2424,Aetherium Air,AE,PLQ,VAR,2025-10-27 22:57:00,2025-10-28 02:19:00,202,160.11
2425,SkyBridge,SK,GCI,BOJ,2025-11-27 05:51:00,2025-11-27 06:54:00,63,294.69
2426,CloudJet,CL,IVG,INI,2025-08-04 01:14:00,2025-08-04 02:52:00,98,101.79
2427,CloudJet,CL,OPO,GVA,2025-08-07 15:58:00,2025-08-07 17:31:00,93,61.42
2428,NubeAir,NU,ANR,BRU,2025-10-14 07:45:00,2025-10-14 12:01:00,256,361.08
2429,SkyBridge,SK,SPU,BEG,2025-08-20 22:26:00,2025-08-21 02:29:00,243,147.91
2430,NubeAir,NU,GOT,SJJ,2025-08-05 15:01:00,2025-08-05 18:03:00,182,224.16
2431,EuroWings,EU,LGW,LUX,2025-10-17 11:33:00,2025-10-17 14:51:00,198,395.65
2432,SkyBridge,SK,LUX,BLL,2025-07-02 08:26:00,2025-07-02 10:04:00,98,260.45
2433,EuroWings,EU,TGD,CLJ,2025-07-06 07:30:00,2025-07-06 09:24:00,114,181.33
2434,NubeAir,NU,ANR,SOF,2025-12-06 14:06:00,2025-12-06 18:40:00,274,66.41
2435,Aetherium Air,AE,INI,BRQ,2025-08-22 10:25:00,2025-08-22 13:21:00,176,209.67
2436,Aetherium Air,AE,CRL,GDN,2025-11-11 07:44:00,2025-11-11 11:46:00,242,284.4
2437,Aetherium Air,AE,KBP,OTP,2025-12-16 19:06:00,2025-12-16 20:45:00,99,207.91
2438,EuroWings,EU,BQT,RKV,2025-12-10 20:37:00,2025-12-10 21:40:00,63,249.53
2439,SkyBridge,SK,PRN,URE,2025-08-09 10:02:00,2025-08-09 14:12:00,250,293.9
2440,NubeAir,NU,DBV,EIN,2025-11-03 22:52:00,2025-11-04 02:34:00,222,115.97
2441,NubeAir,NU,KEF,BNX,2025-07-13 07:19:00,2025-07-13 09:34:00,135,435.43
2442,SkyBridge,SK,VIE,NYO,2025-11-27 09:55:00,2025-11-27 14:36:00,281,419.22
2443,EuroWings,EU,MBX,HER,2025-09-18 14:44:00,2025-09-18 16:40:00,116,126.68
2444,Aetherium Air,AE,MBX,INI,2025-12-05 15:03:00,2025-12-05 18:41:00,218,471.77
2445,CloudJet,CL,LJU,ORK,2025-08-30 10:12:00,2025-08-30 11:55:00,103,390.43
2446,EuroWings,EU,LHR,POW,2025-08-05 20:07:00,2025-08-06 00:04:00,237,183.0
2447,NubeAir,NU,VAR,BRN,2025-12-12 01:05:00,2025-12-12 03:04:00,119,148.92
2448,Aetherium Air,AE,MLA,BRU,2025-07-24 13:24:00,2025-07-24 15:21:00,117,89.32
2449,Aetherium Air,AE,LJU,EIN,2025-12-08 06:00:00,2025-12-08 07:52:00,112,468.55
2450,CloudJet,CL,PRN,RKV,2025-09-10 08:01:00,2025-09-10 10:15:00,134,299.77
2451,NubeAir,NU,DME,SPU,2025-09-24 07:49:00,2025-09-24 11:17:00,208,338.41
2452,SkyBridge,SK,MLA,KEF,2025-12-15 20:50:00,2025-12-15 23:14:00,144,109.61
2453,SkyBridge,SK,KUN,INI,2025-11-13 01:19:00,2025-11-13 04:03:00,164,419.46
2454,EuroWings,EU,DUB,INI,2025-11-02 19:10:00,2025-11-02 21:41:00,151,388.57
2455,EuroWings,EU,JER,ZRH,2025-09-12 10:25:00,2025-09-12 13:23:00,178,215.56
2456,SkyBridge,SK,TEQ,PRG,2025-09-29 06:44:00,2025-09-29 11:38:00,294,348.26
2457,NubeAir,NU,OHD,INN,2025-11-30 01:02:00,2025-11-30 04:24:00,202,282.15
2458,Aetherium Air,AE,DUB,AMS,2025-08-26 12:00:00,2025-08-26 15:02:00,182,188.13
2459,CloudJet,CL,SOB,VIE,2025-09-04 14:16:00,2025-09-04 15:40:00,84,464.51
2460,Aetherium Air,AE,BLL,DUB,2025-11-15 15:09:00,2025-11-15 19:52:00,283,372.36
2461,EuroWings,EU,URE,GIB,2025-12-28 13:45:00,2025-12-28 17:45:00,240,439.71
2462,EuroWings,EU,AEY,TEQ,2025-12-11 08:18:00,2025-12-11 10:57:00,159,400.26
2463,Aetherium Air,AE,LHR,RTM,2025-09-02 22:12:00,2025-09-02 23:33:00,81,152.88
2464,SkyBridge,SK,GIB,SLD,2025-12-25 08:13:00,2025-12-25 13:12:00,299,430.88
2465,CloudJet,CL,BTS,FAO,2025-08-03 16:25:00,2025-08-03 18:14:00,109,460.59
2466,EuroWings,EU,SOB,SPU,2025-08-13 12:44:00,2025-08-13 15:18:00,154,66.54
2467,NubeAir,NU,VNT,SKG,2025-10-25 21:28:00,2025-10-26 00:42:00,194,471.7
2468,Aetherium Air,AE,RTM,ATH,2025-12-19 23:08:00,2025-12-20 00:09:00,61,477.89
2469,EuroWings,EU,GDN,AAL,2025-08-27 01:16:00,2025-08-27 04:24:00,188,322.95
2470,CloudJet,CL,MSQ,POW,2025-11-14 07:13:00,2025-11-14 11:59:00,286,74.25
2471,SkyBridge,SK,DUB,AGP,2025-12-24 07:40:00,2025-12-24 10:06:00,146,434.98
2472,CloudJet,CL,ARN,OTP,2025-10-30 19:16:00,2025-10-30 22:11:00,175,146.09
2473,Aetherium Air,AE,OUL,INI,2025-08-07 08:09:00,2025-08-07 11:25:00,196,251.43
2474,Aetherium Air,AE,TIV,IEV,2025-09-01 05:49:00,2025-09-01 08:05:00,136,266.5
2475,SkyBridge,SK,ODS,SPU,2025-11-30 17:50:00,2025-11-30 19:52:00,122,334.78
2476,EuroWings,EU,TGD,HEL,2025-11-08 22:09:00,2025-11-08 23:15:00,66,423.47
2477,EuroWings,EU,SPU,MLA,2025-11-09 18:07:00,2025-11-09 22:10:00,243,183.5
